,score
1182,21.0
1183,16.0
1184,14.0
1185,15.0
1186,7.0
1187,16.0
1188,20.0
1189,17.0
1190,12.0
1191,12.0
1192,19.0
1193,15.0
1194,17.0
1195,13.0
1196,24.0
1197,14.0
1198,11.0
1199,15.0
1200,17.0
1201,7.0
1202,12.0
1203,11.0
1204,17.0
1205,22.0
1206,12.0
1207,21.0
1208,20.0
1209,18.0
1210,21.0
1211,17.0
1212,16.0
1213,19.0
1214,6.0
1215,14.0
1216,12.0
1217,15.0
1218,18.0
1219,18.0
1220,12.0
1221,17.0
1222,17.0
1223,19.0
1224,23.0
1225,17.0
1226,12.0
1227,21.0
1228,15.0
1229,15.0
1230,18.0
1231,18.0
1232,14.0
1233,14.0
1234,23.0
1235,12.0
1236,16.0
1237,14.0
1238,10.0
1239,11.0
1240,19.0
1241,19.0
1242,14.0
1243,19.0
1244,17.0
1245,18.0
1246,15.0
1247,19.0
1248,14.0
1249,16.0
1250,6.0
1251,18.0
1252,11.0
1253,10.0
1254,17.0
1255,12.0
1256,15.0
1257,9.0
1258,18.0
1259,14.0
1260,14.0
1261,24.0
1262,13.0
1263,17.0
1264,22.0
1265,14.0
1266,16.0
1267,13.0
1268,19.0
1269,17.0
1270,19.0
1271,13.0
1272,12.0
1273,20.0
1274,16.0
1275,13.0
1276,13.0
1277,17.0
1278,13.0
1279,13.0
1280,14.0
1281,21.0
1282,16.0
1283,19.0
1284,11.0
1285,15.0
1286,19.0
1287,18.0
1288,15.0
1289,21.0
1290,13.0
1291,23.0
1292,11.0
1293,12.0
1294,13.0
1295,16.0
1296,11.0
1297,16.0
1298,18.0
1299,15.0
1300,19.0
1301,19.0
1302,23.0
1303,19.0
1304,17.0
1305,24.0
1306,9.0
1307,17.0
1308,17.0
1309,11.0
1310,19.0
1311,20.0
1312,21.0
1313,16.0
1314,18.0
1315,17.0
1316,14.0
1317,19.0
1318,16.0
1319,17.0
1320,17.0
1321,16.0
1322,17.0
1323,20.0
1324,15.0
1325,16.0
1326,18.0
1327,18.0
1328,21.0
1329,13.0
1330,13.0
1331,14.0
1332,15.0
1333,12.0
1334,18.0
1335,14.0
1336,13.0
1337,20.0
1338,17.0
1339,3.0
1340,17.0
1341,20.0
1342,12.0
1343,13.0
1344,12.0
1345,14.0
1346,16.0
1347,15.0
1348,19.0
1349,15.0
1350,22.0
1351,14.0
1352,21.0
1353,14.0
1354,17.0
1355,13.0
1356,20.0
1357,20.0
1358,14.0
1359,15.0
1360,18.0
1361,17.0
1362,12.0
1363,16.0
1364,22.0
1365,10.0
1366,15.0
1367,9.0
1368,20.0
1369,16.0
1370,13.0
1371,20.0
1372,15.0
1373,18.0
1374,13.0
1375,7.0
1376,8.0
1377,16.0
1378,13.0
1379,12.0
1380,15.0
1381,16.0
1382,15.0
1383,17.0
1384,17.0
1385,10.0
1386,15.0
1387,17.0
1388,17.0
1389,7.0
1390,15.0
1391,15.0
1392,16.0
1393,14.0
1394,14.0
1395,18.0
1396,19.0
1397,18.0
1398,20.0
1399,15.0
1400,16.0
1401,15.0
1402,12.0
1403,16.0
1404,16.0
1405,11.0
1406,16.0
1407,17.0
1408,10.0
1409,15.0
1410,11.0
1411,18.0
1412,12.0
1413,23.0
1414,12.0
1415,10.0
1416,19.0
1417,15.0
1418,21.0
1419,8.0
1420,20.0
1421,16.0
1422,12.0
1423,18.0
1424,21.0
1425,9.0
1426,16.0
1427,12.0
1428,13.0
1429,20.0
1430,13.0
1431,17.0
1432,19.0
1433,17.0
1434,21.0
1435,14.0
1436,16.0
1437,11.0
1438,21.0
1439,8.0
1440,20.0
1441,9.0
1442,15.0
1443,19.0
1444,13.0
1445,21.0
1446,11.0
1447,11.0
1448,14.0
1449,10.0
1450,13.0
1451,18.0
1452,18.0
1453,17.0
1454,13.0
1455,10.0
1456,10.0
1457,17.0
1458,19.0
1459,11.0
1460,17.0
1461,19.0
1462,16.0
1463,19.0
1464,14.0
1465,14.0
1466,16.0
1467,19.0
1468,15.0
1469,15.0
1470,15.0
1471,12.0
1472,17.0
1473,5.0
1474,18.0
1475,10.0
1476,17.0
1477,10.0
1478,20.0
1479,9.0
1480,18.0
1481,15.0
1482,10.0
1483,11.0
1484,15.0
1485,16.0
1486,19.0
1487,9.0
1488,18.0
1489,17.0
1490,8.0
1491,15.0
1492,6.0
1493,17.0
1494,16.0
1495,9.0
1496,12.0
1497,18.0
1498,13.0
1499,18.0
