,score
1765,13.0
1766,14.0
1767,21.0
1768,18.0
1769,15.0
1770,12.0
1771,18.0
1772,13.0
1773,17.0
1774,16.0
1775,12.0
1776,17.0
1777,6.0
1778,16.0
1779,19.0
1780,13.0
1781,14.0
1782,11.0
1783,15.0
1784,15.0
1785,18.0
1786,17.0
1787,22.0
1788,19.0
1789,18.0
1790,14.0
1791,18.0
1792,18.0
1793,15.0
1794,16.0
1795,13.0
1796,10.0
1797,11.0
1798,16.0
1799,20.0
1800,13.0
1801,18.0
1802,18.0
1803,16.0
1804,19.0
1805,12.0
1806,4.0
1807,17.0
1808,17.0
1809,14.0
1810,21.0
1811,23.0
1812,15.0
1813,13.0
1814,14.0
1815,17.0
1816,18.0
1817,17.0
1818,12.0
1819,21.0
1820,13.0
1821,16.0
1822,14.0
1823,17.0
1824,15.0
1825,15.0
1826,12.0
1827,12.0
1828,15.0
1829,11.0
1830,14.0
1831,18.0
1832,15.0
1833,18.0
1834,16.0
1835,13.0
1836,19.0
1837,15.0
1838,19.0
1839,15.0
1840,14.0
1841,12.0
1842,15.0
1843,15.0
1844,12.0
1845,0.0
1846,16.0
1847,15.0
1848,21.0
1849,17.0
1850,19.0
1851,14.0
1852,16.0
1853,17.0
1854,17.0
1855,15.0
1856,11.0
1857,21.0
1858,9.0
1859,17.0
1860,15.0
1861,2.0
1862,14.0
1863,16.0
1864,20.0
1865,21.0
1866,15.0
1867,18.0
1868,13.0
1869,19.0
1870,4.0
1871,18.0
1872,15.0
1873,10.0
1874,10.0
1875,17.0
1876,17.0
1877,14.0
1878,14.0
1879,17.0
1880,16.0
1881,18.0
1882,19.0
1883,11.0
1884,13.0
1885,19.0
1886,12.0
1887,16.0
1888,17.0
1889,7.0
1890,8.0
1891,15.0
1892,18.0
1893,14.0
1894,23.0
1895,19.0
1896,15.0
1897,23.0
1898,16.0
1899,15.0
1900,12.0
1901,19.0
1902,16.0
1903,22.0
1904,16.0
1905,9.0
1906,13.0
1907,16.0
1908,16.0
1909,14.0
1910,21.0
1911,14.0
1912,21.0
1913,12.0
1914,20.0
1915,17.0
1916,14.0
1917,13.0
1918,15.0
1919,16.0
1920,14.0
1921,14.0
1922,17.0
1923,16.0
1924,19.0
1925,19.0
1926,16.0
1927,14.0
1928,17.0
1929,17.0
1930,13.0
1931,11.0
1932,12.0
1933,16.0
1934,15.0
1935,18.0
1936,14.0
1937,19.0
1938,15.0
1939,14.0
1940,16.0
1941,14.0
1942,14.0
1943,16.0
1944,12.0
1945,17.0
1946,22.0
1947,21.0
1948,18.0
1949,12.0
1950,12.0
1951,21.0
1952,23.0
1953,10.0
1954,18.0
1955,21.0
1956,10.0
1957,13.0
1958,12.0
1959,19.0
1960,18.0
1961,18.0
1962,16.0
1963,9.0
1964,14.0
1965,14.0
1966,11.0
1967,11.0
1968,14.0
1969,14.0
1970,23.0
1971,14.0
1972,16.0
1973,18.0
1974,16.0
1975,17.0
1976,12.0
1977,13.0
1978,14.0
1979,15.0
1980,15.0
1981,17.0
1982,18.0
1983,14.0
1984,15.0
1985,16.0
1986,16.0
1987,19.0
1988,15.0
1989,24.0
1990,15.0
1991,16.0
1992,18.0
1993,16.0
1994,0.0
1995,14.0
1996,10.0
1997,15.0
1998,3.0
1999,20.0
2000,19.0
